CodigoEstacion,NombreEstacion,Latitud,Longitud,Altitud,IdParametro,Etiqueta,DescripcionSerie,Frecuencia,Fecha,Valor,Grado,Calificador,NivelAprobacion
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-31 00:00,11.2,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-01 00:00,3.8,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-02 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-03 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-04 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-05 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-06 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-07 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-08 00:00,0.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-09 00:00,10.2,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-10 00:00,1.4,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-11 00:00,9.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-12 00:00,4.8,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-13 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-14 00:00,7.8,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-15 00:00,2.6,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-16 00:00,16,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-17 00:00,17.6,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-18 00:00,9.9,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-19 00:00,7,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-20 00:00,1.5,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-21 00:00,15.9,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-04-22 00:00,0,,,900
